feature,importance,std
smact_stoich_89,0.0,0.0
smact_stoich_90,0.0,0.0
smact_stoich_91,0.0,0.0
smact_stoich_92,0.0,0.0
smact_stoich_93,0.0,0.0
smact_stoich_94,0.0,0.0
smact_stoich_95,0.0,0.0
smact_stoich_96,0.0,0.0
smact_stoich_97,0.0,0.0
smact_stoich_98,0.0,0.0
smact_stoich_99,0.0,0.0
smact_stoich_100,0.0,0.0
smact_stoich_101,0.0,0.0
smact_stoich_102,0.0,0.0
magpie_emb_16,0.0,0.0
lattice_alpha,0.0,0.0
lattice_gamma,0.0,0.0
li_concentration,0.0,0.0
has_cif_struct,0.0,0.0
sg_1,0.0,0.0
sg_2,0.0,0.0
sg_3,0.0,0.0
sg_4,0.0,0.0
sg_5,0.0,0.0
sg_6,0.0,0.0
sg_7,0.0,0.0
sg_8,0.0,0.0
sg_9,0.0,0.0
sg_10,0.0,0.0
sg_11,0.0,0.0
sg_12,0.0,0.0
sg_13,0.0,0.0
sg_14,0.0,0.0
sg_15,0.0,0.0
sg_16,0.0,0.0
sg_17,0.0,0.0
sg_18,0.0,0.0
sg_19,0.0,0.0
sg_20,0.0,0.0
sg_21,0.0,0.0
sg_22,0.0,0.0
sg_23,0.0,0.0
sg_24,0.0,0.0
sg_25,0.0,0.0
sg_26,0.0,0.0
sg_27,0.0,0.0
sg_28,0.0,0.0
sg_29,0.0,0.0
sg_30,0.0,0.0
sg_31,0.0,0.0
sg_32,0.0,0.0
sg_33,0.0,0.0
sg_34,0.0,0.0
sg_35,0.0,0.0
sg_36,0.0,0.0
sg_37,0.0,0.0
sg_38,0.0,0.0
sg_39,0.0,0.0
sg_40,0.0,0.0
sg_41,0.0,0.0
sg_42,0.0,0.0
sg_43,0.0,0.0
sg_44,0.0,0.0
sg_45,0.0,0.0
sg_46,0.0,0.0
sg_47,0.0,0.0
sg_48,0.0,0.0
sg_49,0.0,0.0
sg_50,0.0,0.0
sg_51,0.0,0.0
sg_52,0.0,0.0
sg_53,0.0,0.0
sg_54,0.0,0.0
sg_55,0.0,0.0
sg_56,0.0,0.0
sg_57,0.0,0.0
sg_58,0.0,0.0
sg_59,0.0,0.0
sg_60,0.0,0.0
sg_61,0.0,0.0
sg_62,0.0,0.0
sg_63,0.0,0.0
sg_64,0.0,0.0
sg_65,0.0,0.0
sg_66,0.0,0.0
sg_67,0.0,0.0
sg_68,0.0,0.0
sg_69,0.0,0.0
sg_70,0.0,0.0
sg_71,0.0,0.0
sg_72,0.0,0.0
sg_73,0.0,0.0
sg_74,0.0,0.0
sg_75,0.0,0.0
sg_76,0.0,0.0
sg_77,0.0,0.0
sg_78,0.0,0.0
sg_79,0.0,0.0
sg_80,0.0,0.0
sg_81,0.0,0.0
sg_82,0.0,0.0
sg_83,0.0,0.0
sg_84,0.0,0.0
sg_85,0.0,0.0
sg_86,0.0,0.0
sg_87,0.0,0.0
sg_88,0.0,0.0
sg_89,0.0,0.0
sg_90,0.0,0.0
sg_91,0.0,0.0
sg_92,0.0,0.0
sg_93,0.0,0.0
sg_94,0.0,0.0
sg_95,0.0,0.0
sg_96,0.0,0.0
sg_97,0.0,0.0
sg_98,0.0,0.0
sg_99,0.0,0.0
sg_100,0.0,0.0
sg_101,0.0,0.0
sg_102,0.0,0.0
sg_103,0.0,0.0
sg_104,0.0,0.0
sg_105,0.0,0.0
sg_106,0.0,0.0
sg_107,0.0,0.0
sg_108,0.0,0.0
sg_109,0.0,0.0
sg_110,0.0,0.0
sg_111,0.0,0.0
sg_112,0.0,0.0
sg_113,0.0,0.0
sg_114,0.0,0.0
sg_115,0.0,0.0
sg_116,0.0,0.0
sg_117,0.0,0.0
sg_118,0.0,0.0
sg_119,0.0,0.0
sg_120,0.0,0.0
sg_121,0.0,0.0
sg_122,0.0,0.0
sg_123,0.0,0.0
sg_124,0.0,0.0
sg_125,0.0,0.0
sg_126,0.0,0.0
sg_127,0.0,0.0
sg_128,0.0,0.0
sg_129,0.0,0.0
sg_130,0.0,0.0
sg_131,0.0,0.0
sg_132,0.0,0.0
sg_133,0.0,0.0
sg_134,0.0,0.0
sg_135,0.0,0.0
sg_136,0.0,0.0
sg_223,0.0,0.0
sg_138,0.0,0.0
sg_139,0.0,0.0
sg_140,0.0,0.0
sg_141,0.0,0.0
sg_142,0.0,0.0
sg_143,0.0,0.0
sg_144,0.0,0.0
sg_145,0.0,0.0
sg_146,0.0,0.0
sg_147,0.0,0.0
sg_148,0.0,0.0
sg_149,0.0,0.0
sg_150,0.0,0.0
sg_151,0.0,0.0
sg_152,0.0,0.0
sg_153,0.0,0.0
sg_154,0.0,0.0
sg_155,0.0,0.0
sg_156,0.0,0.0
sg_157,0.0,0.0
sg_158,0.0,0.0
sg_159,0.0,0.0
sg_160,0.0,0.0
sg_161,0.0,0.0
sg_162,0.0,0.0
sg_163,0.0,0.0
sg_164,0.0,0.0
sg_165,0.0,0.0
sg_166,0.0,0.0
sg_167,0.0,0.0
sg_168,0.0,0.0
sg_169,0.0,0.0
sg_170,0.0,0.0
sg_171,0.0,0.0
sg_172,0.0,0.0
sg_173,0.0,0.0
sg_174,0.0,0.0
sg_175,0.0,0.0
sg_176,0.0,0.0
sg_177,0.0,0.0
sg_178,0.0,0.0
sg_179,0.0,0.0
sg_180,0.0,0.0
sg_181,0.0,0.0
sg_182,0.0,0.0
sg_183,0.0,0.0
sg_184,0.0,0.0
sg_185,0.0,0.0
sg_186,0.0,0.0
sg_187,0.0,0.0
sg_188,0.0,0.0
sg_189,0.0,0.0
sg_190,0.0,0.0
sg_191,0.0,0.0
sg_192,0.0,0.0
sg_193,0.0,0.0
sg_194,0.0,0.0
sg_195,0.0,0.0
sg_196,0.0,0.0
sg_197,0.0,0.0
sg_198,0.0,0.0
sg_199,0.0,0.0
sg_200,0.0,0.0
sg_201,0.0,0.0
sg_202,0.0,0.0
sg_203,0.0,0.0
sg_204,0.0,0.0
sg_205,0.0,0.0
sg_206,0.0,0.0
sg_222,0.0,0.0
sg_224,0.0,0.0
sg_225,0.0,0.0
sg_226,0.0,0.0
sg_227,0.0,0.0
sg_228,0.0,0.0
sg_229,0.0,0.0
sg_230,0.0,0.0
smact_stoich_2,0.0,0.0
has_voronoi_cn,0.0,0.0
sg_207,0.0,0.0
sg_208,0.0,0.0
sg_209,0.0,0.0
has_bv_mismatch,0.0,0.0
sg_210,0.0,0.0
smact_stoich_1,0.0,0.0
smact_stoich_0,0.0,0.0
smact_stoich_3,0.0,0.0
smact_stoich_4,0.0,0.0
smact_stoich_5,0.0,0.0
smact_stoich_6,0.0,0.0
smact_stoich_7,0.0,0.0
smact_stoich_8,0.0,0.0
smact_stoich_9,0.0,0.0
smact_stoich_10,0.0,0.0
smact_stoich_11,0.0,0.0
smact_stoich_12,0.0,0.0
smact_stoich_13,0.0,0.0
smact_stoich_14,0.0,0.0
smact_stoich_15,0.0,0.0
smact_stoich_16,0.0,0.0
smact_stoich_17,0.0,0.0
